sentence,category
40215 ඩොක්ටර්ට,Health
16213 rice bag,Shopping
slt bill Rs.32439,Utilities
doctor salli 20210,Health
38787 dhal,Shopping
threewheel salli 38917,Transport
මේකප් 26368,Personal Care
3038 donation,Gifts & Charity
41248 coursera,Education
threewheel 41403,Transport
9308 lunch,Food
අතමාරුව Rs.45795,Finance
33834 gym,Personal Care
කඩෙන් කෑවා salli 3330,Food
බඩු ගත්තා salli 41791,Shopping
book 18295,Education
අතින් ගියා 17932,Other
වෙනත් Rs.20446,Other
පන්ති ගාස්තු 4464,Education
රීලෝඩ් Rs.18579,Utilities
daraz Rs.33482,Shopping
kottu salli 49134,Food
කෝස් එකට salli 21545,Education
kewa salli 46817,Food
35267 medical test,Health
32931 ට්‍රිප්,Entertainment
soap salli 16613,Personal Care
42310 කඩෙන් කෑවා,Food
වෙනත් 35648,Other
watch 23275,Shopping
vegetables salli 16638,Shopping
university Rs.10318,Education
ජිම් එකට 46673,Personal Care
22464 snacks,Food
milk powder Rs.30561,Shopping
fiber 22069,Utilities
present 8484,Gifts & Charity
library salli 14403,Education
outing Rs.23379,Entertainment
44608 phone bill,Utilities
38473 diesel,Transport
alms 2808,Gifts & Charity
gift Rs.43885,Gifts & Charity
ෆිල්ම් salli 17258,Entertainment
operation salli 29095,Health
movie 8318,Entertainment
ණය 31770,Finance
match ticket Rs.3881,Entertainment
pin Rs.35415,Gifts & Charity
ජිම් එකට 36537,Personal Care
17715 trip,Entertainment
unknown Rs.39779,Other
class fee salli 41419,Education
birthday 8673,Gifts & Charity
2049 wedding,Gifts & Charity
පොත් වලට 37546,Education
ලෝන් එකට Rs.47344,Finance
gym Rs.4055,Personal Care
ෆිල්ම් Rs.4265,Entertainment
31398 gift,Gifts & Charity
diesel salli 41073,Transport
ජිම් එකට 24182,Personal Care
facewash Rs.42005,Personal Care
offer 36879,Gifts & Charity
අතමාරු ගත්තා Rs.8542,Finance
course salli 17850,Education
tuk salli 14311,Transport
wade Rs.42559,Food
trip salli 306,Entertainment
general 38233,Other
රීලෝඩ් Rs.6127,Utilities
42567 game,Entertainment
42198 gym,Personal Care
35818 bag,Shopping
16016 home rent,Utilities
bag Rs.16699,Shopping
17139 watch,Shopping
11274 beauty,Personal Care
37983 pizza,Food
hair color salli 10860,Personal Care
offer 5572,Gifts & Charity
10981 cinema,Entertainment
1387 චැනලින්,Health
hospital salli 28128,Health
15676 meat,Shopping
පෑන් පැන්සල් Rs.40180,Education
pickme food Rs.39466,Food
furniture salli 30374,Shopping
workshop 26497,Education
21097 ආධාර,Gifts & Charity
tshirt Rs.8520,Shopping
45125 cash,Other
bus salli 18747,Transport
present 39133,Gifts & Charity
6285 liquor,Entertainment
bill Rs.22344,Utilities
තෙල් Rs.6918,Transport
7674 කඩෙන් කෑවා,Food
rice and curry salli 43694,Food
medicine Rs.21189,Health
hotel bill 40918,Food
channeling Rs.1369,Health
spotify salli 42808,Entertainment
පොත් වලට salli 5655,Education
diesel Rs.30716,Transport
7771 drink,Food
447 spotify,Entertainment
බස් එකට 44903,Transport
water bill 16103,Utilities
gift Rs.43182,Gifts & Charity
water bill salli 39772,Utilities
පන්ති ගාස්තු salli 4847,Education
wifi 41736,Utilities
soap Rs.10526,Personal Care
කෑම Rs.7321,Food
eye check Rs.40332,Health
investment salli 7884,Finance
water bill salli 44863,Utilities
tuk salli 12358,Transport
sugar salli 45141,Shopping
shaving salli 45483,Personal Care
ticket salli 4222,Transport
class fee 13886,Education
birthday Rs.705,Gifts & Charity
34594 streaming,Entertainment
wifi 48444,Utilities
exam fee salli 7008,Education
25065 ආධාර,Gifts & Charity
investment salli 30099,Finance
රෑ කෑම Rs.34056,Food
42646 adventure,Entertainment
offer salli 30001,Gifts & Charity
vegetables salli 6214,Shopping
cash 38138,Other
lost salli 31391,Other
37059 ayurvedic,Health
ත්‍රීවීල් salli 29050,Transport
reload 42169,Utilities
trimming Rs.34375,Personal Care
crypto Rs.30288,Finance
රෑ කෑම 6394,Food
cool drink Rs.41767,Food
41505 liquor,Entertainment
grocery Rs.4962,Shopping
garbage fee Rs.14467,Utilities
18904 general,Other
ඉන්ෂුවරන්ස් 35406,Finance
club 29921,Entertainment
වෙනත් 12508,Other
snacks salli 21058,Food
ලයිට් බිල 8856,Utilities
15258 body lotion,Personal Care
fuel salli 27538,Transport
pickme food Rs.40741,Food
match ticket Rs.35507,Entertainment
12656 barber,Personal Care
බිල් එකට 12470,Utilities
රීලෝඩ් 16657,Utilities
චැනලින් Rs.30147,Health
බඩු ගත්තා Rs.29788,Shopping
finance 35945,Finance
pickme food Rs.25927,Food
skincare salli 34474,Personal Care
tuition 15470,Education
gaming salli 5798,Entertainment
exam fee Rs.33801,Education
කෝස් එකට salli 49975,Education
38390 tuition,Education
furniture 17732,Shopping
28438 data,Utilities
11079 home rent,Utilities
බස් එකට 15228,Transport
7049 තෙල්,Transport
unknown salli 8682,Other
coffee Rs.12929,Food
19297 kewa,Food
40025 shampoo,Shopping
train salli 39621,Transport
1030 නයි පියවන්න,Finance
lunch salli 247,Food
බඩු ගත්තා 28171,Shopping
kitchen items 19777,Shopping
slt bill Rs.16743,Utilities
offer salli 16067,Gifts & Charity
clinic Rs.40341,Health
highway toll Rs.10528,Transport
15804 hair cut,Personal Care
uber 19443,Transport
ඉන්ෂුවරන්ස් 15510,Finance
22496 crypto,Finance
48450 other,Other
trip 41959,Entertainment
crypto salli 25416,Finance
tuition 20762,Education
kema salli 49848,Food
මුදල් salli 32019,Other
43920 petrol,Transport
34165 salon,Personal Care
transport cost salli 21628,Transport
bank fee salli 42246,Finance
show Rs.39636,Entertainment
workshop salli 5054,Education
bank fee 34396,Finance
31292 ayurvedic,Health
gaming salli 40613,Entertainment
petrol salli 44467,Transport
pickme salli 41674,Transport
32648 course,Education
dhal Rs.22047,Shopping
lab 49670,Health
ayurvedic 14298,Health
11938 charity,Gifts & Charity
tea 22820,Food
2961 soap,Personal Care
hospital salli 13360,Health
456 trimming,Personal Care
movie 18808,Entertainment
ඉන්ෂුවරන්ස් 15971,Finance
short eats Rs.9239,Food
13626 physio,Health
8722 රෑ කෑම,Food
vacation Rs.27181,Entertainment
club salli 41493,Entertainment
short eats 22365,Food
31299 fare,Transport
අතින් ගියා salli 21107,Other
kema Rs.2594,Food
ඉන්ෂුවරන්ස් Rs.11643,Finance
payment Rs.14823,Finance
rice and curry salli 7922,Food
24411 kottu,Food
vitamin 28465,Health
20090 වෙනත්,Other
soap Rs.45104,Personal Care
bus Rs.4819,Transport
coursera Rs.42665,Education
28716 show,Entertainment
vegetables 38566,Shopping
කොණ්ඩය කැපුවා salli 49937,Personal Care
11986 bag,Shopping
burger 4135,Food
taxi 12174,Transport
24626 misc,Other
විභාග ගාස්තු 34962,Education
makeup salli 34006,Personal Care
35514 birthday,Gifts & Charity
25497 workshop,Education
1298 hair cut,Personal Care
7580 charity,Gifts & Charity
youtube premium Rs.41154,Entertainment
34968 අතින් ගියා,Other
wifi salli 6070,Utilities
medical test Rs.14689,Health
5839 පොත් වලට,Education
නිකම්ම salli 18699,Other
13804 dentist,Health
206 wifi,Utilities
slt bill salli 48124,Utilities
12174 skincare,Personal Care
club salli 22313,Entertainment
ඩොක්ටර්ට Rs.23771,Health
class fee Rs.42338,Education
dentist Rs.19655,Health
birthday salli 46057,Gifts & Charity
medical test Rs.2035,Health
concert Rs.48092,Entertainment
vegetables salli 7718,Shopping
19058 car wash,Transport
parking salli 11085,Transport
23634 stock,Finance
hutch Rs.4931,Utilities
19003 kewa,Food
credit card Rs.45826,Finance
16191 party,Entertainment
47385 පෙට්‍රල්,Transport
6601 vitamin,Health
මුදල් Rs.30659,Other
helping salli 42329,Gifts & Charity
33455 watch,Shopping
තෑගි salli 35739,Gifts & Charity
26449 ෆිල්ම්,Entertainment
slt bill Rs.43111,Utilities
charity 49910,Gifts & Charity
daraz 16317,Shopping
finance salli 47687,Finance
10546 milk powder,Shopping
short eats salli 8592,Food
season 23627,Transport
dansal salli 37748,Gifts & Charity
beauty Rs.30145,Personal Care
24946 other,Other
41456 ticket,Transport
පොත් වලට salli 17238,Education
eye check 17096,Health
tuition salli 26308,Education
ayurvedic Rs.20822,Health
uber Rs.39376,Transport
dinner salli 9620,Food
ticket Rs.35983,Transport
data salli 13024,Utilities
cinema 45151,Entertainment
youtube premium salli 1504,Entertainment
online course 34918,Education
bike service 8461,Transport
මේකප් salli 2283,Personal Care
keells Rs.41141,Shopping
පෑන් පැන්සල් salli 41973,Education
බර්ත්ඩේ salli 18808,Gifts & Charity
gym Rs.40930,Personal Care
9238 leasing,Finance
lost 44200,Other
stationary salli 35442,Education
ලයිට් බිල salli 33672,Utilities
නිකම්ම salli 16770,Other
44915 pants,Shopping
කොත්තු Rs.39802,Food
6427 panthi,Education
dental salli 28148,Health
facewash salli 13602,Personal Care
ත්‍රීවීල් Rs.46369,Transport
30720 youtube premium,Entertainment
misc salli 4932,Other
gift 2408,Gifts & Charity
13069 අතමාරුව,Finance
cash salli 32609,Other
phone bill salli 20551,Utilities
kottu salli 25121,Food
fish salli 37981,Shopping
facewash Rs.4639,Personal Care
auto 49609,Transport
youtube premium salli 16321,Entertainment
cinema Rs.14410,Entertainment
bus salli 30031,Transport
45945 charity,Gifts & Charity
exam fee Rs.36391,Education
credit card salli 36105,Finance
pocket money Rs.27055,Other
payment salli 41883,Finance
37858 general,Other
29922 මේකප්,Personal Care
milk powder 16330,Shopping
අතමාරු ගත්තා 23303,Finance
cash salli 37569,Other
pocket money salli 21117,Other
45407 ඉන්ෂුවරන්ස්,Finance
43847 home rent,Utilities
beauty salli 5470,Personal Care
panthi Rs.26259,Education
බිල් එකට Rs.6782,Utilities
postpaid Rs.24259,Utilities
බෙහෙත් වලට salli 1166,Health
donation salli 48861,Gifts & Charity
49816 university,Education
4752 cool drink,Food
dentist 17029,Health
offer 46905,Gifts & Charity
present salli 35317,Gifts & Charity
rice Rs.3050,Food
donation 37406,Gifts & Charity
32798 පන්ති ගාස්තු,Education
tire change Rs.16362,Transport
ඉන්ෂුවරන්ස් 46601,Finance
payment 29522,Finance
kitchen items Rs.45474,Shopping
ට්‍රිප් salli 2515,Entertainment
47207 මුදල්,Other
charity Rs.23875,Gifts & Charity
tshirt salli 40856,Shopping
38377 තෑගි,Gifts & Charity
බඩු ගත්තා Rs.27673,Shopping
මුදල් Rs.40293,Other
skincare salli 49151,Personal Care
wedding 14718,Gifts & Charity
rice bag Rs.22211,Shopping
rice and curry Rs.18297,Food
spent Rs.37420,Other
14081 බඩු ගත්තා,Shopping
ඉන්ෂුවරන්ස් salli 11123,Finance
religious 49249,Gifts & Charity
7119 spent,Other
panthi salli 10627,Education
වතුර බිල salli 44530,Utilities
11951 ආධාර,Gifts & Charity
trip 21381,Entertainment
trip 47606,Entertainment
1018 පන්ති ගාස්තු,Education
burger 20561,Food
36026 hair cut,Personal Care
සැලෝන් එකට 30903,Personal Care
9515 operation,Health
donation salli 13373,Gifts & Charity
bakery 9691,Food
tuition 20748,Education
කෝස් එකට Rs.49422,Education
දානය salli 21599,Gifts & Charity
bus 9000,Transport
44279 ලයිට් බිල,Utilities
lab Rs.46751,Health
13346 dialog,Utilities
lunch 41598,Food
22862 cash,Other
eye check salli 41021,Health
tire change salli 8500,Transport
34956 fish,Shopping
චැනලින් 35210,Health
cash salli 3712,Other
37406 පින් වලට,Gifts & Charity
vitamin salli 48561,Health
finance Rs.38772,Finance
credit card salli 25523,Finance
hutch 13959,Utilities
prepaid 4278,Utilities
17500 bakery,Food
helping salli 34839,Gifts & Charity
charity Rs.42399,Gifts & Charity
adventure 7029,Entertainment
8855 pickme,Transport
ubereats salli 36328,Food
vitamin Rs.2668,Health
42776 facewash,Personal Care
17309 game,Entertainment
barber Rs.26886,Personal Care
3824 ලෝන් එකට,Finance
කෑම salli 42738,Food
arpico salli 4574,Shopping
library Rs.30833,Education
40293 gas,Utilities
unknown 11893,Other
bike service salli 31613,Transport
insurance salli 41805,Finance
loan salli 38912,Finance
බිල් එකට 6522,Utilities
cash salli 42572,Other
credit card salli 10909,Finance
train 40119,Transport
ඩිසල් Rs.20781,Transport
car wash salli 41816,Transport
පෑන් පැන්සල් Rs.47626,Education
fuel salli 16202,Transport
pharmacy salli 38232,Health
23003 vehicle repair,Transport
49584 clinic,Health
පින් වලට Rs.19787,Gifts & Charity
unknown salli 11766,Other
1279 පෑන් පැන්සල්,Education
soap 22230,Personal Care
donation Rs.47897,Gifts & Charity
degree 29684,Education
49945 vitamin,Health
31594 biscuit,Food
37242 recharge,Utilities
credit card Rs.29664,Finance
stock salli 29517,Finance
tire change Rs.6661,Transport
8113 cash,Other
loan salli 31131,Finance
4712 mobitel,Utilities
46546 unknown,Other
46978 ලෝන් එකට,Finance
rice and curry Rs.3809,Food
unknown 24678,Other
ලෝන් එකට Rs.44654,Finance
recharge 3491,Utilities
ubereats 42865,Food
medical test 20775,Health
shampoo salli 13247,Shopping
කෝච්චියට Rs.41892,Transport
current bill 20140,Utilities
makeup salli 25719,Personal Care
present 29110,Gifts & Charity
24160 alms,Gifts & Charity
12902 doctor,Health
panadol salli 9991,Health
පින් වලට Rs.30497,Gifts & Charity
present salli 33216,Gifts & Charity
udemy 16172,Education
watch salli 39415,Shopping
22571 gym,Personal Care
44217 shampoo,Shopping
home rent salli 44562,Utilities
4755 trimming,Personal Care
විභාග ගාස්තු Rs.26822,Education
kottu 35545,Food
9497 තෑගි,Gifts & Charity
ආධාර Rs.44943,Gifts & Charity
general Rs.37823,Other
කොත්තු 16118,Food
6652 doctor,Health
38667 finance,Finance
කොණ්ඩය කැපුවා 7115,Personal Care
ආධාර Rs.44663,Gifts & Charity
21150 shaving,Personal Care
show 5546,Entertainment
23007 class fee,Education
beauty 2645,Personal Care
tax Rs.45715,Finance
finance salli 15675,Finance
කෝස් එකට salli 26153,Education
electricity 15664,Utilities
operation salli 39176,Health
pen and paper Rs.15890,Education
data salli 13579,Utilities
watch 12820,Shopping
14895 ලයිට් බිල,Utilities
මුදල් Rs.43248,Other
2655 අතමාරු ගත්තා,Finance
13515 ෆිල්ම්,Entertainment
කෝස් එකට Rs.21699,Education
චැනලින් salli 1561,Health
41835 general,Other
kitchen items salli 4126,Shopping
supermarket salli 32715,Shopping
unknown Rs.27820,Other
ඇඳුම් ගත්තා Rs.10968,Shopping
නයි පියවන්න Rs.12632,Finance
කොණ්ඩය කැපුවා 13159,Personal Care
garbage fee Rs.22259,Utilities
15550 credit card,Finance
pickme 1908,Transport
fiber salli 21135,Utilities
